Имя,Дата защиты,Ученая степень,Научный руководитель:,Официальные оппоненты:,Работа выполнена в:,Ведущая организация:,Диссертационный совет:,Научный консультант:,Научный руководитель / консультант:,Работа выполнена:,Дата защиты:,Работа выполнена в,Работа выполнена на:,V1,"Работа
выполнена в:","Работа выполнена
в:","Ведущая
организация:",Работа выполнена на,Научные руководители:,Научный консультант,Работа выполнена,"Ведущая 
 организация:","Научный
руководитель:",Научные консультанты:,Научный руководитель,Официальные оппоненты,"Организация, где выполнена работа",Ведущая организация,Диссертация защищена,  Фото,Тамбовский государственный университет им. Г.Р. Державина,Диссертационный совет: 12.10.419,Фото,"Организация, где выполнена диссертация",V2
Стрельченко Владимир Владимирович, 19 апреля 2012 года, кандидат экономических наук,Закорин Никита Дмитриевич,"Горбунов Аркадий Антонович, Кроливецкий Эдуард Николаевич",Балтийской академии туризма и предпринимательства,"Санкт-Петербургский государственный
университет сервиса и экономики",521.034.01 при Балтийской академии туризма и предпринимательства,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Стрелюхин Александр Михайлович, 23 июня 2006 года, кандидат экономических наук,Гугелев Александр Владимирович,"Немцев Александр Дмитриевич,
Закора Сергей Викторович",Саратовском государственном социально-экономическом университете,Мордовский государственный университет им. Н.П.Огарева,212.241.02 Сарат. гос. соц.-эконом. ун-т,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Строителева Елена Викторовна, 22 декабря 2011 года, кандидат экономических наук,Боговиз Алексей Валентинович,"Кожевина Ольга Владимировна,
Разгон Антон Викторович",Алтайская академия экономики и права (институт),Новосибирский национальный исследовательский государственный университет,212.005.05 Алтайский государственный университет,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Стромова Мария Александровна, 27 апреля 2009 года, кандидат экономических наук,Юрина Елена Александровна,"Колмаков А.Н., Лоскутова М.В.",,МГУ культуры,Д 212.261.01 при ТГУ,,,Тамбовский ГУ,,,,,,,,,,,,,,,,,,,,,,,,,
Ступин Евгений Леонидович, 22 мая 2009 года, кандидат экономических наук,Ефремова Марина Владимировна,"Панов Александр Иванович,
Шестаков Александр Петрович",Нижегородский коммерческий институт,Волго-Вятская академия государственной службы,220.047.03 при Нижегородской государственной сельскохозяйственной академии,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Суворова Светлана Павловна, 20 октября 2007 года, доктор экономических наук,,"Бархатов Анатолий Петрович, Виноходова Анна Федоровна",Орловский государственный технический университет,Российский университет кооперации,212.182.04 Орловский государственный технический университет,Попова Людмила Владимировна,,,,,,,,,,,,,,,,,,,,,,,,,,,
Суздальцев Игорь Николаевич, 13 ноября 2001 года, кандидат исторических наук,Турицын Игорь Викторович,"Шилов А. И.,
Засорин С. А.",Краснодарский юридический институт МВД,Московская социально-гуманитарная академия,212.154.01  МПГУ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Суздальцева Любовь Николаевна, 30 июня 2011, кандидат педагогических наук,Антонова Лидия Николаевна,"Кузнецов Александр Андреевич, Шишов Сергей Евгеньевич",Государственном образовательном учреждении дополнительного профессионального образования (повышения квалификации) специалистов Московской области «Педагогическая академия последипломного образования» на кафедре технологий и профессионального образования.,Московский городской педагогический университет,008.014.01 при Институте управления образованием Российской академии образования,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Сулимов Юрий Александрович, 22 октября 2004, кандидат экономических наук,Валинурова Лилия Сабиховна,"Касаев Борис Султанович, Федюнин Дмитрий Валерьевич",Государственная академия профессиональной переподготовки и повышения квалификации руководящих работников и специалистов инвестиционной сферы (ГАСИС),Московский государственный университет печати,Д 212.043.01 Государственная академия профессиональной переподготовки и повышения квалификации руководящих работников и специалистов инвестиционной сферы (ГАСИС),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Султонов Абдулло Бобокулович, 25 июня 2004 года, кандидат экономических наук,Катаев Амир Хабибович,"Ураков Д. У.,
Рауфи А.",Таджикском техническом университете имени академика М. С. Осими,Нучно-исследовательский институт «Наклиёт»,737.007.01 в Таджикском техническом университете имени академика М. С. Осими,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Султыгов Мочха Магометович, 2004, доктор юридических наук,,"Яойт Хияяар Харриевич,
Луковская Дженевра Игоревна, Шахрай Сергей Михайлович",,Московский университет МВД России,203.012.01 Санкт-Петербургского университета МВД России,,,,,,,,,,,,,,на кафедре конституционного права Санкт-Петербургского университета МВД России,,,,,,,,,,,,,,
Сундеева Наталья Николаевна, 10 февраля 2006 года, кандидат юридических наук,Витвицкий Андрей Анатольевич,"Милюков Сергей Федорович,
Ныркова Наталья Анатольевна",Ростовском юридическом институте МВД России,Ростовский государственный университет,203.011.02 в Ростовском юридическом институте МВД России,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Сураева Мария Олеговна,  21 декабря 2004 года, кандидат экономических наук,Быкова Нелли Ивановна,"Войтоловский Николай Викторович,
Егорова Марина Геннадиевна",Самарская государственная экономическая академия,Институт проблем региональной экономики РАН,212.233.01 Санкт-Петербургский государственный аэрокосмический университет,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Сурайкин Максим Александрович, 14 ноября 2003 года, кандидат исторических наук,Квакин Андрей Владимирович,"Емельянов Юрий Николаевич,
Александров А. В.",МГУ,Московский гуманитарный ун-т,501.001.98  МГУ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Сурат Лев Игоревич, 8 июля 2011 года, кандидат экономических наук,Егоров Анатолий Юрьевич,"Попова Елена Владимировна,
Зверев Олег Алексеевич",ГАСИС,Тверской государственный университет,212.043.01  ГАСИС,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Суржик Александр Феодосьевич, 24 октября 2006, кандидат юридических наук,Тищенко Людмила Анатольевна,"Кузнецов Михаил Николаевич, Кормош Юрий Иванович",,Российский государственный институт интеллектуальной собственности,504.001.02 Академия народного хозяйства при Правительстве Российской Федерации,,,на кафедре гражданско-правовых дисциплин Юридического факультета им. М.М. Сперанского ГОУ ВПО «Академия народного хозяйства при Правительстве Российской Федерации»,,,,,,,,,,,,,,,,,,,,,,,,,
Суслов Константин Васильевич, 22 марта 2006 года, кандидат экономических наук,Гапоненко Александр Лукич,"Одинцов Андрей Алексеевич, Калюжиова Татьяна Александровна",,"Российская экономическая академия
им Г.В. Плеханова",Д 502.006.08 в Российской академии государственной службы при Президенте Российской Федерации,,,на кафедре общего и специального менеджмента Российской академии государственной службы при Президенте Российской Федерации,,,,,,,,,,,,,,,,,,,,,,,,,
Сушко Юрий Кимович, 21 мая 2010 года, кандидат экономических наук,Разорвин Иван Васильевич,"Рубаева Ольга Дмитриевна,
Куликова Елена Сергеевна",Уральская академия государственной службы,Магнитогорский государственный университет,220.067.01 Уральская государственная сельскохозяйственная академия,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Сушков Михаил Николаевич, 21 октября 2010 года, кандидат экономических наук,Пилипенко Ольга Ивановна,"Бурлачков Владимир Константинович,Ваславская Ирина Юрьевна",Академии труда и социальных отношений,Всесоюзный заочный финансово-экономический ин-т,602.001.03 Академии труда и социальных отношений,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Сыздыкова  Жибек  Сапарбековна, 18 ноября 1993, кандидат исторических наук,Мошняга Виктор Пантелеевич,"Киреев Николай Гаврилович,
Жиряков Иван Георгиевич",Институте молодежи,Дипломатическая академия,151.01.02 в Институте молодежи,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Сыздыкова Жибек Сапарбековна, 30 июня 1998 года, доктор исторических наук,,"Еремеев Дмитрий Евгеньевич,
Бурсов Александр Васильевич, Косухин Николай Дмитриевич",Институт молодежи,Российская академия государственной службы при Президенте РФ,150.01.02 Институт молодежи,"Мошняга Виктор Пантелеевич, Поцхверия Борис Михайлович",,,,,,,,,,,,,,,,,,,,,,,,,,,
Сырадоев Дмитрий Владимирович, 12 апреля 2011 года, кандидат экономических наук,Шаматов Индус Кашипович,"Головина Ольга Дмитриевна, Гребенкина Александра Анатольевна",Институте экономики Уральского отделения РАН (Удмуртский филиал),Казанский государственный технологический университет,212.275.04 Удмуртский государственный университет,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Сырова Надежда Васильевна, 28 июня 2005 года, кандидат педагогических наук,Петров Юрий Николаевич,"Вазина Кима Яковлевна,
Костыко Галина Степановна",Волжская государственная инженерно-педагогическая академия,Челябинский институт развития образования,212.030.01 Волжская государственная инженерно-педагогическая академия,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Сысоев Александр Митрофанович, 28 декабря 2004, кандидат экономических наук,Хицков Иван Федорович,"Баутин Василий Михайлович, Зюзюков Виктор Антонович",ГНУ Научно-исследовательском институте экономики и организации АПК Центрально - Черноземного района РФ Российской академии сельскохозяйственных наук,Поволжский НИИ экономики и организации АПК Российской академии сельскохозяйственных наук,006.051.01 в ГНУ Научно-исследовательском институте экономики и организации АПК Центрально Черноземного района РФ РАСХН,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Сысоева Валентина Никитична, 26 сентября 2007 года, кандидат экономических наук,Смагин Игорь Иванович,"Мещеряков Дмитрий Алексеевич,Нарижный Иван Федорович",Тамбовском государственном университете им. Г.Р. Державина,Московский государственный институт электроники и математики,212.261.01 при Тамбовском государственном университете им. Г.Р. Державина,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Сысоева Елена Васильевна, 15 декабря 2009 года, кандидат экономических наук,Штейн Елена Михайловна,"Яковлев Владимир Михайлович,
Дьяков Максим Максимович",Московский экономический институт,Московская финансово-промышленная академия,222.020.01 Всероссийский заочный финансово-экономический институт СТАНДАРТИНФОРМ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Тагинцев Николай Федорович, 10 ноября 2007 года, кандидат экономических наук,Терновых Константин Семенович,"Загайтов Исаак Бениаминович,Ляхова Наталия Ивановна",,"Научно-исследовательский
институт экономики и организации агропромышленного комплекса
Центрально-Черноземного района РФ",220.052.02 Орловского государственного аграрного университета,,,,,Воронежском государственном аграрном университете им. К.Д. Глинки,,,,,,,,,,,,,,,,,,,,,,,
Таймасханов Хасан Элимсултанович, 29 ноября 2011 года, доктор экономических наук,,"Алтухов Анатолий Иванович, Кибиров Алихан Яковлевич, Кузнецов Владимир Васильевич",Всероссийском научно-исследовательском институте экономики сельского хозяйства Россельхозакадемии,ГНУ ВИАПИ им. A.A. Никонова,006.031.01 при Всероссийском научно-исследовательском институте экономики сельского хозяйства Россельхозакадемии,Санду Иван Степанович,,,,,,,,,,,,,,,,,,,,,,,,,,,
Тайсумова Халимат Вахаевна, 22 июня 2011 года, кандидат экономических наук,"Гаджиев Абдулмеджид Абдуллаевич, Алиев Басир Хабибович","Ильясов Сиражутин Магомедович,
Гираев Везирхан Камалиевич",Дагестанский государственный университет,Чеченский государственный университет,212.053.01 Дагестанский государственный университет,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Тайфуров Зафар Сафаралиевич, 4 октября 2012 года, кандидат юридических наук,Шарипов Такдиршох Шарифович,"Рудый Наталья Кирилловна,
Сулейманов Талят Алиевич",Таджикском национальном университете,Тамбовский государственный университет имени Г.Д. Державина,212.135.04 Московский государственный лингвистический университет,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Талалыкин Владимир Михайлович, 4 июля 2011 года, кандидат экономических наук,Ситдиков Сергей Алексеевич,"Панибратов Юрий Павлович,
Трофимова Людмила Николаевна",Санкт-Петербургский государственный инженерно-экономический университет,Государственный университет управления,212.219.01 Санкт-Петербургский государственный инженерно-экономический университет,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Тамазян Марат Вагинакович, 23 марта 2006 года, кандидат экономических наук,Морозова Ирина Анатольевна,"Мерзликина Галина Степановна,
Мордвинцев Александр Иванович",Волгоградский государственный университет,Финансовая академия при Правительстве Российской Федерации,212.029.01 Волгоградский государственный университет,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Танашева Лиана Улюмбековна, 29 мая 2009 года, кандидат сельскохозяйственных наук,Кашукоев Мурат Владимирович,"Ерешко Александр Сергееевич,
Хамоков Хажсет Аскерханович",Кабардино-Балкарская государственная сельскохозяйственная академия,Кабардино-Балкарский научно-исследовательский институт сельского хозяйства,220.028.02 при Донском государственном аграрном университете,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Тараканов Василий Александрович, 13 апреля 2012, кандидат экономических наук,Быстров Олег Филаретович,"Бандурин Александр Владимирович,
Гореньков Виктор Николаевич",Московский государственный институт индустрии туризма,"Московский государственный университет экономики, статистики и информатики",212.198.01 Российский государственный гуманитарный университет,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Тарасенко Андрей Владимирович, 30 декабря 2009, доктор психологических наук,,"Карпов Анатолий Викторович, Кандыбович Сергей Львович, Сухов Анатолий Николаевич",Рос. гос. социал. ун-т РГСУ,Российская академия государственной службы,212.341.05 Рос. гос. социал. ун-т,Лаптев Леонид Григорьевич,,,,,,,,,,,,,,,,,,,,,,,,,,,
Тарасенко Андрей Владимирович, 25 декабря 2003 года, кандидат психологических наук,"Михайлов Геннадий Степанович, Девятова Светлана Владимировна","Грачев Георгий Васильевич,
Куликов Иван Викторович",Московский государственный социальный университет,Калужский государственный педагогический университет им. К.Э. Циолковского,502.006.13 Российская академия государственной службы при Президенте Российской Федерации,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Тарасенко Михаил Васильевич, 27 июня 2007 года, кандидат экономических наук,"доктор экономических наук, профессор Алексей Апполинарьевич Шулус","доктор экономических наук, профессор Анатолий Лаврентьевич Жуков, Академия труда и социальных отношений,-

кандидат экономических: наук Борис Александрович Котляр, Консультационно-аналитический центр «ЦНОТОРГМЕТ»",,Российский государственный социальный университет,Д 602 001 02 по присуждению ученой степени кандидата экономических наук в Академии труда и социальных отношений,,,на кафедре социальной политики и управления социальными процессами Академии труда и социальных отношений,,,,,,,,,,,,,,,,,,,,,,,,,
Тарасенко Светлана Валентиновна, 2003 год, кандидат психологических наук,Михайлов Геннадий Степанович,"",РАГС,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Тарасов Алексей Алексеевич,  23 ноября 2013 года, кандидат экономических наук,Никитин Святослав Аркадьевич,"Садков Виктор Георгиевич,
Калинина Екатерина Александровна",Государственный университет - учебно-научно-производственный комплекс,Воронежский государственный университет,212.182.02 Государственный университет - учебно-научно-производственный комплекс,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Тарасов Андрей Игоревич, 19 октября 2005, кандидат экономических наук,"Хандруев Александр Андреевич,","Варьяш Игорь Юрьевич, Клепикова Лариса Юрьевна,",на кафедре проблем рынка и хозяйственного механизма Академии народного хозяйства при Правительстве Российской Федерации,Всероссийский заочный финансово- экономический институт,504.001.01 в Академии народного хозяйства при Правительстве Российской Федерации АНХ при Правительстве РФ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Тарасов Дмитрий Валерьевич, 23 ноября 2010, кандидат экономических наук,"Лялин Вадим Евгеньевич, Маликов Рустам Илькамович","Рябцун Владимир Васильевич,
Захаров Юрий Владимирович",Ижевский государственный технический университет,Уфимский государственный авиационный технический  университет,212.275.04 Удмуртский государственный университет,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Тарелкин Алексей Александрович, 23 декабря 2005 года, кандидат экономических наук,Кондратенко Наталья Михайловна,"Борисюк Николай Константинович,
Левин Владимир Сергеевич",Самарский государственный университет,Самарский Государственный Экономический Университет,212.181.04 Оренбургский государственный университет,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Татаринов Олег Владимирович, 2002 год, доктор исторических наук,,"",Московский военный институт,"","",Шилов Андрей Иванович,,,,,,,,,,,,,,,,,,,,,,,,,,,
Татаринова Ирина Сергеевна, 14 июня 2012 года, кандидат педагогических наук,Глебова Любовь Николаевна,"Лобанова Елена Владиславовна,
Лазуткина Лариса Николаевна",Московском психолого-социальном университете,Тверской государственный университет,521.027.01 при Московском психолого-социальном университете,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Темирканова Алла Васильевна, 3 июля 2013 года, кандидат экономических наук,Анопченко Татьяна Юрьевна,"Савон Диана Юрьевна,
Жукова Ирина Анатольевна",Южный федеральный университет,Ростовский государственный экономический университет (РИНХ),212.207.01 Ростовский государственный строительный университет,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Темиров Денилбек Султангириевич, 1999 год, доктор экономических наук,,"",Санкт-Петербургский государственный университет экономики и финансов,"","",Петров Александр Николаевич,,,,,,,,,,,,,,,,,,,,,,,,,,,
Темникова Нонна Владимировна, 21 января 2016 года, кандидат юридических наук,Орлов Владислав Николаевич,"Милюков Сергей Федорович,
Борсученко Светлана Алексеевна","Московский государственный юридический университет имени
О.Е. Кутафина (МГЮА)",Академия Генеральной прокуратуры Российской Федерации,"212.123.01 Московский государственный юридический университет имени
О.Е. Кутафина (МГЮА)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Тенова Залина Юрьевна, 15 мая 2009 года, кандидат экономических наук,Аликаева Мадина Валентиновна,"Куянцев Игорь Александрович,
Отто Владимир Станиславович",Кабардино-Балкарский государственный университет им. Х.М. Бербекова,Пензенский государственный университет,002.261.01 Кабард.-Балкар. ин-т информатики и проблем регион. упр.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Тетерюк Александр Григорьевич, 18 июня 2011 года, кандидат юридических наук,Александров Александр Сергеевич,"Агутин Александр Васильевич,
Обидина Людмила Борисовна",,Омская академия МВД России,203.009.01 при Нижегородской академии МВД России,,,на кафедре уголовного процесса Нижегородской академии МВД России.,,,,,,,,,,,,,,,,,,,,,,,,,
Тилова Хани Хасановна, 19 апреля 2007 года, кандидат педагогических наук,Пидкасистый Павел Иванович,"Филонов Георгий Николаевич,
Каскулова Фатима Владимировна",Московский государственный областной университет,Московский государственный областной педагогический институт,212.155.06 Московский государственный областной университет,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Тимофеев Андрей Владиславович, 10 июля 2007 года, кандидат экономических наук,Сельсков Анатолий Васильевич,"Воробьев Юрий Федорович,
Измайлов Алексей Викторович",Чувашский государственный университет им И.Н. Ульянова,Институт экономики и предпринимательства,212.043.01  ГАСИС,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Тимофеев Павел Анатольевич, 30 мая 2012 года, доктор технических наук,"","Балдин Александр Викторович, Бернер Леонид Исаакович, Ивахненко Андрей Михайлович","Федеральном государственном бюджетном
образовательном учреждении высшего профессионального образования
«Московский автомобильно-дорожный государственный технический
университет» МАДИ",Российский научно-исследовательский институт информационных технологий и систем автоматизированного проектирования,212.126.05  МАДИ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Тимохина Ирина Евгеньевна, 21 декабря 2011 года, кандидат социологических наук,Алешин Василий Иванович,"Шаленко Валентин Николаевич,
Федулов Валерий Викторович",ГОУ ВПО Московский государственный технологический университет «Станкин»,Московский финансово-промышленный университет,"212.142.05 МГТУ ""Станкин""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Тимчишина Людмила Николаевна, 2 декабря 2004 года, кандидат педагогических наук,Подвойский Василий Петрович,"Рыков Сергей Леонидович,Ткалич Алексей Иванович",РГСУ,Институт социально-педагогических проблем сельской школы РАО,224.002.06  РГСУ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Тихова Ульяна Владимировна, 9 декабря 2004 года, кандидат экономических наук,Шевлоков Мухарби Ауэсович,"Басаев Борис Бештауович,
Баккуев Эльдар Сафарович",Кабардино-Балкарской государственной сельскохозяйственной академии,Институт гуманитарных исследований,220.033.02 при Кабардино-Балкарской государственной сельскохозяйственной академии,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Тихонов Александр Николаевич, 24 июня 2010 года, кандидат социологических наук,Исправникова  Наталия  Револьдовна,"Орешин  Валерий  Петрович,
Вавилов  Олег  Олегович",Институт экономики РАН,Международный университет в Москве,Д 501.001.03 в МГУ им. М.В. Ломоносова,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Тихонов Евгений Алексеевич, 1 ноября 2007 года, кандидат экономических наук,Бородин Валерий Алексеевич,"Любушин Николай Петрович,
Старкова Надежда Олеговна",Нижегородский государственный технический университет,Нижегородский государственный архитектурно-строительный университет,212.101.13 при Кубанском государственном университете,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Тихонова Виктория Викторовна, 23 ноября 2011 года, кандидат экономических наук,Вагин Сергей Геннадьевич,"Гусаков Михаил Александрович, Колесников Александр Михайлович",Самарский государственный экономический университет,Государственный университет управления,212.237.09 Санкт-Петербургский государственный университет экономики и финансов,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Тишкин Сергей Владимирович, 2002 год, кандидат экономических наук,Лазарев В. В.,,Российская академия государственной службы при Президенте РФ РАГС,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Тищенко Александр Геннадьевич, 2005, доктор юридических наук,,"",Санкт-Петербургский университет МВД России,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,
Ткач Елена Петровна, 16 декабря 2006 года, кандидат медицинских наук,Сабанов Валерий Иванович,"Астафьева Наталья Григорьевна,
Канищева Ольга Владимировна",Волгоградский государственный медицинский университет,Казанский государственный медицинский университет,208.008.04 Волгоградский государственный медицинский университет,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ткачев Александр Николаевич, 17 декабря 2004 года, доктор экономических наук,,"Ушачев Иван Григорьевич, Гарькавый Владимир Владимирович, Ушвицкий Лев Исаакович",КубГАУ,ВНИЭТУСХ,006.005.02  ВНИПТИМЭСХ,Трубилин Иван Тимофеевич,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ткачев Алексей Николаевич, 24 октября 2004 года, кандидат экономических наук,Сидоров Александр Федорович,"Семенов Михаил Игнатьевич,
Курмалиева Зарема Хасамбиевна",Новочеркасской государственной мелиоративной академии,НИИ социальных и экономических проблем РГУ,212.001.03 в Адыгейском государственном университете,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Тлехугов Артур Юрьевич, 19 декабря 2004 года, кандидат экономических наук,Татуев Арсен Азидович,"Бабков Геннадий Андреевич,
Ахохов Таймураз Борисович",Кабардино-Балкарском государственном универсистете,Институт гуманитарных исследований Правительства КБР и КБНЦ РАН,521.002.01 при Кисловодском институте экономики и права,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Товкач Павел Александрович, 27 декабря 2012 года, кандидат технических наук,Николаев Андрей Борисович,"Илюхин Андрей Владимирович,
Морщилов Максим Витальевич",МАДИ,НИИ МК и НТ,212.126.05  МАДИ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Токарев Игорь Алексеевич, 10 октября 2007 года, доктор исторических наук,,"Бодрова Елена Владимировна,
Криворученко Владимир Константинович, Саранцев Николай Владимирович",Саратовский государственный социально-экономический университет (СГСЭУ),Московский государственный университет имени М.В. Ломоносова,Д 212.241.01 при СГСЭУ,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
Токарев Кирилл Евгеньевич, 28 апреля 2012 года, кандидат экономических наук,Рогачев Алексей Фруминович,"Джуха Владимир Михайлович, Наталуха Инна Геннадьевна",Волгоградский государственный аграрный университет,"Академия повышения квалификации руководящих работников и специалистов курортного дела, спорта и туризма",521.002.01 Кисловодский институт экономики и права,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Топеха Евгений Альбертович, 25 марта 2008 года, кандидат экономических наук,Порфирьев Борис Николаевич,"Новицкий Николай Александрович,
Белова Мария Андреевна","",ОАО Институт микроэкономики,002.009.03 Институт экономики РАН,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Торкунова Екатерина Анатольевна, 2002 год, кандидат юридических наук,Энтин Лев Матвеевич,"",МГИМО,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Торопченкова Надежда Леонидовна, 31 января 2012 года, кандидат психологических наук,Шаповаленко Ирина Владимировна,"Кандыбович Сергей Львович,
Власова Татьяна Владимировна",Российский государственный социальный университет (РГСУ),"Российский государственный университет туризма и сервиса, кафедра психологии и социальной работы",212.341.05  РГСУ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Тоушкин Александр Анатольевич, 13 ноября 2007 года, кандидат биологических наук,Арнаутовский Иван Дмитриевич,"Смирнов Марк Николаевич,
Юмов Бимба Очирович",Дальневосточный государственный аграрный университет,Иркутская государственная сельскохозяйственная академия,212.022.03 при Бурятском государственном университете,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Трифоненкова Вероника Викторовна, 28 мая 2007 года, кандидат экономических наук,Подмолодина Ирина Михайловна,"Чуриков Леонид Иванович,
Лядова Надежда Ивановна",Воронежская государственная технологическая академия,Воронежский государственный университет,212.035.03 Воронежская государственная технологическая академия,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Трубин Глеб Александрович, 28 июня 2013 года, кандидат социологических наук,Шафранов-Куцев Геннадий Филиппович,"Павлова Нина Федоровна,
Сорокин Геннадий Геннадьевич",Тюменский государственный университет,Российский государственный профессионально-педагогический университет,212.274.05 Тюменский государственный университет,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Трукова Алена Ивановна, 26 марта 2010 года, кандидат экономических наук,Яковлев Анатолий Егорович,"Рыбаков Лев Николаевич, Никоноров Сергей Михайлович",Чувашский государственный университет имени И.Н.Ульянова,Волго-Вятская академия госслужбы (филиал в Чебоксарах),212.301.01 Чувашский государственный университет имени И.Н.Ульянова,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Трушакин Александр Геннадьевич, 27 декабря 2002, кандидат экономических наук,Шаланов Николай Васильевич,"Джурабаев Кахраман Турсунович,
Евсеенко Александр Васильевич",Институт экономики и организации промышленного производства СО РАН,НГУ,513.003.01 Сибирский университет потребительской кооперации,,,,,,,,,,,,,,,,,,,,,,,,,,,,
